Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,$123K-$195K (Glassdoor est.),"At Kibo, we provide cloud commerce solutions inspired by our clients' needs and designed to empower their teams. Together, we can help them see further, think bigger, and climb higher.

Our software and services include eCommerce, Order Management, Personalization, and Mobile Point-of-Commerce. We serve retailers, manufacturers, and brands, and our solutions are designed to power the shopping experience – from first click to doorstep – and to scale with them as their business grows.

Kibo is seeking a Data Scientist to help continue to build and innovate our next generation of data-driven applications. You will be part of our Data Science group which develops Kibo’s software for processing large volumes of eCommerce user data into statistical models that drive live applications such as item recommendations, content search and automated statistical testing.

ESSENTIALRESPONSIBILITIES AND DUTIES:
Contribute to Kibo’s product roadmap by developing models to solve our customers’ pressing problems
Develop visualizations that make complex concepts intuitive to nontechnical marketers and merchandisers
Collaborate with and learn from a like-minded group of data scientists
Develop models with a variety of requirements (online learning, large data sets, reinforcement learning, recommender systems, etc.)
Discover, understand, and apply cutting-edge statistical and machine learning techniques with novel applications to e-commerce, marketing, and supply chain problems
Assist product management and engineering in building full-featured products based on your research
Assist sales, marketing, and client services in taking products based on your research to market and effectively communicating their value to clients and prospects
QUALIFICATIONS:
A bachelor’s degree in one or more of statistics, machine learning, math, computer science, economics, quantitative social science or equivalent understanding
2+ years of experience in a modern data analysis stack (Python, R, Matlab, SAS, SPSS, STATA, etc.)
Willingness to learn Python (knowledge of Python is a plus)
Effective understanding of how business value, applications, and infrastructure constraints drive modeling decisions
Ability to implement machine learning techniques in scalable, reliable and maintainable code for real-world software platforms
Familiarity with software engineering concepts like object-oriented design, software testing, and development lifecycles
An entrepreneurial mindset, shown by a history of engagement with the end users of a model or the desire to do so.
Ability to effectively communicate the results and value of models with non-technical stakeholders, both internal and external",2.9,"KIBO
2.9","Philadelphia, PA","Dallas, TX",201 to 500 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Sr. Principal Data Scientist,$123K-$195K (Glassdoor est.),"The Mission Systems Sector Analytics & Insights team is looking for a Sr. Principal Data Scientist to lead analytics for data-driven insights, resulting in more informed decisions ultimately reducing uncertainty and increasing sector-wide performance at an accelerated rate. The ideal candidate is adept at creating data mining architectures/models/protocols, statistical reporting, and data analysis methodologies to identify trends in large data sets. Analysis may have many applications such as to address a business issue or provide a competitive advantage for the organization. Requires strong statistical and data visualization skills. Must have a proven ability to drive business results with a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. They must be comfortable working with a wide range of stakeholders and functional teams in an agile environment with an emphasis on driving collaboration, quality and speed to market. This position is in support of the Digital Engineering Center located in Fairfax, VA and requires experience managing and integrating disparate data sources. Roles & Responsibilities: • Lead cross-sector analytics challenges with strong data science background. • Implement strong foundational data science practices within the team, lead peer reviews and code sharing. • Work with stakeholders throughout the organization to identify opportunities for leveraging data to drive business solutions. • Connect to existing databases and analyze data from databases to help drive business decisions across a variety of functions. • Assess the effectiveness and accuracy of new data sources and data gathering techniques. • Use predictive modeling to help proactively affect business outcomes Coordinate with different functional teams to implement models and monitor outcomes. Basic Qualifications: Senior Principal Data Scientist - Bachelor's degree in Computer Science, Statistics, Mathematics, or another quantitative field with 9+ years' experience or a Master's degree in Computer Science, Statistics, Mathematics, or another quantitative field with 7+ years' experience • Experience developing machine learning models and leveraging statistical analysis to identify insights and trends in big data using Python and/or R • Experience in SQL or other database querying language • Experience developing data visualizations in Tableau and Python • Strong ability to collaborate with stakeholders and communication skills. • Strong problem solving skills to manipulate data and draw insights from large data sets • Proven ability to learn and master new software, technologies and techniques • Ability to obtain a security clearance and US Citizenship Preferred Qualifications: • Experience with Agile and Scrum methodologies (Rally, Jira) • Experience leading data science projects with a team of data scientists • Strong background with BI tools such as Tableau, SAP Lumira or Power BI • Experience building and deploying production dashboards. • Knowledge of new machine learning and visualization libraries in Python • Experience developing custom Python packages for others to use Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA and Pay Transparency statement, please visit www.northropgrumman.com/EEO. U.S. Citizenship is required for most positions.",3.7,"Northrop Grumman
3.7","Fairfax, VA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
"Data Scientist - Statistics, Mid-Career",$123K-$195K (Glassdoor est.),"*Organization and Job ID**
Job ID: 310919

Directorate: National Security Directorate

Division: Computing & Analytics

Group: Applied Statistics & Computational Modeling
*Job Description**
This position is for a Scientist in Data Science and Applied or Mathematical Statistics who will provide scientific and technical research within the National Security Directorate (NSD) supporting the data analytics capabilities of the Computational Analytics Division. The Scientist will develop and apply fundamental mathematical or statistical theory to advance analytic solutions in various scientific domains. The Scientist must be able to draw from a strong statistical background, in areas including experimental design, advanced statistical modeling (e.g. mixed linear models, nonparametric models, etc.), machine learning, and computer simulations, to recognize patterns, characterize uncertainty, and develop predictive models using structured and unstructured data. The Scientist will produce solutions driven by domain science and mathematical statistical science from complex and high-dimensional datasets and design, develop, and evaluate advanced algorithms that lead to optimal value extraction from data. In addition to technical research this position expects participation and career development in task management, proposal writing, business development, and publishing.

Operating on the data-information-knowledge continuum, staff at PNNL employ diverse methods to confront significant problems of national interest from distilling distributed data into knowledge that supports decision processes to enabling resilient technologies that enhance computing at extreme scales. Our research portfolio spanning from basic to applied includes statistical modeling and experimental design, applied statistics, applied mathematics, machine learning, operations research, optimization, and other advanced statistical and mathematical domains.

Computing researchers and practitioners work side by side to apply advanced theories, methods, algorithms, models, evaluation tools and testbeds, and computational-based solutions to address complex scientific challenges affecting energy, biological sciences, the environment, and national security. Core domain knowledge is beneficial, such as in the nuclear, biological, energy, materials, or chemical science spaces.
*The hiring level will be determined based on the education, experience, and skill set of the successful candidate based on the following:**
*Level III:** Manages small to moderate projects and/or major project tasks. Integrates intellectual and technical capabilities of work teams. Enhances technical/professional skills of junior staff through active mentoring and training. Generates ideas for new proposals and participates in business development activities
*Level IV** : Leading organizational teams that proactively identify and promote new capabilities within a division and Science & Engineering domain and advance the directorate strategy. Mentoring staff and peers across directorate. Selects and develops technical approaches to complex challenges. Principal investigator or co-PI on multiple or significantly complex and/or high-risk projects or tasks and/or involving multiple tasks, capabilities, and organizations. Develops and realizes new significant project opportunities, leading the development of technical sections of large proposals. Takes lead in scope, schedule, and budget for projects or large tasks. Demonstrates ability to acquire funding for self and task-level teams. Lead author or developer on a significant number of technical products.
*Minimum Qualifications**
+ BS/BA with 5 years of experience, MS/MA with 3 years of experience, or PhD with 1 year of experience
*Preferred Qualifications**
+ BS/BA with 7 years of experience, MS/MA with 5 years of experience, or PhD with 3 years of experience, ideally focused in statistics with experience involving increasing levels of scientific research, task management, and programmatic responsibility

+ Position requires ability to apply theories and develop technical approaches with minimal oversight

+ Position requires the ability to effectively team with scientists and engineers to develop creative solutions to complex problems
*Equal Employment Opportunity**
Battelle Memorial Institute (BMI) at Pacific Northwest National Laboratory (PNNL) is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All BMI staff must be able to demonstrate the legal right to work in the United States. BMI is an E-Verify employer. Learn more at jobs.pnnl.gov.
*_Please be aware that the Department of Energy (DOE) prohibits DOE employees and contractors from participation in certain foreign government talent recruitment programs. If you are offered a position at PNNL and are currently a participant in a foreign government talent recruitment program you will be required to disclose this information before your first day of employment._**
*Other Information**
Due to business needs and client space, US Citizenship is required:

The Pacific Northwest National Laboratory is subject to the Department of Energy Unclassified Foreign Visits & Assignment Program site, information, technologies, and equipment access requirements.

_Directorate:_ _National Security_

_Job Category:_ _Scientists/Scientific Support_

_Group:_ _Appld Stats & Comp Modeling_

_Opening Date:_ _2020-06-08_

_Closing Date:_ _2020-09-06_",3.8,"Pacific Northwest National Laboratory
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory"
Data Scientist,$123K-$195K (Glassdoor est.),"What We Do

Uptake helps industrial companies digitally transform with open, purpose-built software that delivers outcomes that matter. Built on a foundation of data science and machine learning, our vision is to create a world that always works — one where the machines and equipment we depend on daily don’t break, and industrial companies are once again the creators of economic growth and opportunity.

Why Work Here

Uptake is a values-driven organization, and we are excited about what we do. We’re flexible, honest, hardworking, and collaborative. As a team, we bring our diverse backgrounds, beliefs, and experiences together to solve tough, important problems. We support and challenge one another to bring out the best in each of us, and we might have a little fun along the way. We’re also proud to be one of Chicago’s best places to work in 2018 according to Forbes and Great Place to Work Institute.

We offer generous benefits including health, dental, vision, parental leave, 401K match, and unlimited vacation. We are lifelong learners, and our Uptake University program offers training and professional development on a wide variety of topics. We also have employee-led community groups including Women@Uptake, Pride@Uptake, Science@Uptake, Parents@Uptake, and many more. Learn more at https://www.uptake.com/careers.

What Data Scientists Do Here

Data science is at the core of what we do at Uptake. We collaborate with engineering, UX, product, and other teams to contribute insights and data science best practices to all parts of the business.

Typical day to day tasks for a data scientist might include:
Collaborate with teams to analyze problems
Learn a new programming language or data science technique - we continually build our skills and explore new things.
Build, test, and deploy supervised or unsupervised learning models
Write data analysis reports for internal use
Build tools to enable other data scientists to scale their knowledge and increase impact
Work with customers to develop analyses that help them solve business problems and drive value
For more on what we look for in data scientists, visit https://upt.ac/16ee15fc.

What We Are Looking For
Passion for data science! We want candidates who love data science and are excited about what they do.
Some ways previous successful candidates have demonstrated this are:
Actively writes relevant blog posts and/or articles
Active participant in relevant online communities
Recognized via professional or academic awards (example: Most Valuable Employee, scholastic grants)
Expressing detailed knowledge of and genuine interest in Uptake’s unique methods, products, data, and technology within a cover letter.
Ability to write sophisticated machine learning and data analysis code in R, Matlab, or Python
Some ways previous successful candidates have demonstrated this are:
Contributing to influential Open Source Projects like sklearn, XGBoost, tidyverse, Tensorflow, pytorch, Kafka, Spark, Elasticsearch etc.
By describing a data science model they developed that is deployed in a live setting within a resume or cover letter
Made a high quality data science project available in a public forum like GitHub or Kaggle
Published work in Data Science related journals or conferences such as ICML, NIPS, JML, KDD, and INFORMS
Experience communicating effectively with people at all levels of an organization. Our data scientists regularly share complex insights with all kinds of people.
Some ways previous successful candidates have demonstrated this are:
Teaching data science to non-data scientists in an academic or professional setting
Elaborating in a cover letter or resume ways that they have professionally collaborated with others in the organization and the impact that collaboration had on the organizations KPIs
Bachelor's degree or higher in a quantitative or relevant field
Candidates must be authorized to work in the US.
Nice to Have
2+ years professional experience working in an analytics focused role
Experience writing production code in one or more of: C++, C, Java, Scala, or Spark
Experience working with IoT systems, ranging from DIY home projects to industrial IoT deployments
Have made substantive contributions to open source projects in the areas of data science or machine learning
Experience developing software projects with large teams using technologies like; git, mercurial, jenkins, travis, jira, asana, etc.
Master’s degree or PhD in a quantitative or relevant field
Uptake welcomes and encourages applications from all individuals, without regard to any prohibited ground of discrimination, including from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process.",2.2,"Uptake
2.2","Chicago, IL","Chicago, IL",501 to 1000 employees,2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,$123K-$195K (Glassdoor est.),"Tuknik Government Services (TGS) is looking for an experienced individual to perform the duties of a Data Scientist to support our government client in Fort Belvoir, VA.

We offer competitive compensation and an extraordinary benefits package including health, dental and vision insurance, 401K with company matching, flexible spending accounts, paid holidays, three weeks paid time off, and more.

Essential Functions, Responsibilities & Duties may include, but are not limited to:
Apply statistics, machine learning and analytic approaches to answer key intelligence questions, producing results and re-usable products that provide real value to Intelligence Analysts
Apply machine learning techniques to identify and transform data features, find hidden patterns and trends, build and optimize classifiers, create automated anomaly detection systems, and automate steps of the intelligence process
Evaluate statistical models to determine the validity of analyses, implement evaluated models into production by collaborating with software developers, periodically re-evaluate and refine machine learning models being used in production
Develop and refine date sets to achieve stakeholder goals and objectives as requested
Work with analysts to interpret analytic results and refine analysis as needed
Coordinate with Data Analysts to refine and implement models and monitor outcomes
Develop processes and tools to monitor and analyze model performance and data accuracy
Communicate results and ideas to key decision makers, analysts and other stakeholders
Advise on the interpretation and use of data intelligence products, quality assessments and applications
Collaborate with Intelligence Analysts to understand needs and devise possible solutions
Assess training requirements based on current system and functional baseline
Develop training artifacts in support of operations including Standard Operating Procedures (SOPs), and Tactics, Techniques and Procedures (TTPs)
Required Qualifications:
Top Secret clearance with SCI eligibility
MS in Data Science, Statistics, Applied Math, or related field
Two years of experience leading data science projects is desired
Five years of intelligence analysis experience is desired
Demonstrated proficiency with R or Python, and SQL to manipulate data and draw insights from large and small data sets
Demonstrated proficiency in a variety of supervised and unsupervised machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks
Demonstrated proficiency in advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications
Demonstrated proficiency with common data science libraries
Demonstrated proficiency visualizing/presenting data for stakeholders
Demonstrated proficiency with MS Office tools including Excel, PowerPoint, and Word
Demonstrated proficiency with AWS, in particular products related to analytics, compute, database, developer tools, and machine learning
Experience with database solutions including SQL, NoSQL (e.g. MongoDB) and graph (e.g. Neo4j)
Experience with data visualization tools, such as D3.js, ggplot, Bokeh, etc.
Capability to recognize when Data Science can add value to an intelligence problem, and when it cannot
Ability to translate an intelligence problem into a Data Science problem, and to work with the Intelligence Analysts and ACE Chief to refine the understanding of the problem
Comfortable working in a dynamic environment with several ongoing concurrent projects; able to multitask, prioritize, and manage time effectively
Interpersonal skills and communication with all levels of leadership
A drive to learn and master new technologies and techniques; desire to maintain currency on latest industry trends including completing additional training; able to articulate trends and potential clearly and confidently
Creative problem solver who thrives when presented with a challenge; able to analyze problems and strategize for better solutions; strong problem-solving skills with an emphasis on production for re-use
Goal-oriented, encouraging to team and staff; comfortable as a team-player, leader and mentor
Working Environment & Conditions

This position is primarily indoors, consistent with a standard office position and has a noise level of mostly low to moderate. The incumbent is required to stand; walk; sit; use hands to finger, handle, or feel objects, tools, or controls; reach with hands and arms; talk and hear. The work load may require the incumbent to sit for extended periods of time. The incumbent must be able to read, do simple math calculations and withstand moderate amounts of stress. The incumbent must occasionally lift and/or move up to 25 lbs. Specific vision abilities required by the job include close vision, distance vision, color vision, depth perception, and the ability to adjust focus.

Our Equal Employment Opportunity Policy

The company is an equal opportunity employer. The company shall not discriminate against any employee or applicant because of race, color, religion, creed, sex, sexual orientation, gender or gender identity (except where gender is a bona fide occupational qualification), national origin, age, disability, military/veteran status, marital status, genetic information or any other factor protected by law. We are committed to equal employment opportunity in all decisions related to employment, promotion, wages, benefits and all other privileges, terms and conditions of employment.

The company is dedicated to seeking all qualified applicants. If you require an accommodation to navigate or to apply to a position on our website, please contact Heaven Wood via e-mail at accommodations@koniag.com or by calling 703-488-9377 to request accommodations. This contact information is used for accommodation requests only and cannot be used to inquire on a status of your application.",3.4,"Koniag, Inc.
3.4","Schofield Barracks, HI","Kodiak, AK",501 to 1000 employees,-1,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
Data Scientist,$123K-$195K (Glassdoor est.),"At Viber we aim to delight audiences across the globe, we're constantly looking to innovate our product and develop new capabilities in order to define what is a fit for the next generation.

As a Data Scientist at Viber you are responsible for modelling complex problems, discovering insights and identifying opportunities. Some of our current projects are Spam Detection, Computer Vision, Inference, Natural Language, and Online Learning. We tackle a wide range of interesting problems at a very high scale (Terabytes of data / hour), and work with the newest state-of-the-art technologies.

With Viber's more than a billion registered users worldwide, you'll have nearly unlimited opportunities to work with interesting problems: high availability systems, great user experiences and many things in between. We're a small, focused team and you'll be a key decision maker in product and technology decisions that delight our users.

Responsibilities:
Building and prototyping algorithms and applications, from research to production, helping millions connect daily through Viber.
Develop algorithms to tackle important business problems that will make immediate business impact on Viber's KPIs
Utilize data mining and machine learning methods to extract insights and drive experience
Own and oversee large scale technical implementation for the Data and Machine learning algorithms
Requirements:
MS/PhD in a relevant technology field (Mathematics, Computer Science, Statistics, Applied Math, Econometrics)
5+ years of experience with an emphasis on quantitative research methods (Optimization, Computer Vision, Machine Learning, Natural Language, Data Mining)
Experience in presenting data-focused research to upper management
Strong mentorship and leadership skills with a proven industry track record collaborating with team members on delivering large scale software projects
Demonstrated ability to write clean and performant code in Scala/Java/Python utilizing Spark and the Hadoop ecosystem
Excellent communication skills with the ability to explain complex technical concepts to non-technical stakeholders
Highly self-motivated and able to operate with significant autonomy",3.8,"Viber
3.8","San Francisco, CA","Luxembourg, Luxembourg",201 to 500 employees,2010,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,$123K-$195K (Glassdoor est.),"Job Description
In this role you will be part of an advanced manufacturing artificial intelligence (AI) and advanced data analytics team consisting of colleagues possessing varying skill sets including data scientists, data engineers, front-end and back-end developers and other business analysts.

The Data Scientist designs and develops methods, processes, and systems to analyze structured and unstructured diverse big data sources. Develops and uses advanced software programs, algorithms, querying and automated processes to cleanse, integrate and evaluate datasets and model complex business problems. Is familiar with disciplines such as Machine Learning, Natural Language Processing, Predictive modeling, Statistical Analysis, and Hypothesis testing.

Works with cross-discipline teams in order to leverage subject-matter expertise to develop tools, algorithms, dashboards, and queries to monitor and improve business performance. Maintains awareness of emerging analytics and big data trends and technologies. Requires knowledge of various technical domains including systems coding, various software programming languages, and deep mathematical calculation and algorithms to provide intricate analytic solutions to meet end user needs. Has various tool knowledge with both software development and engineering research to create models of relevancy.

Responsible for the delivery, quality, communications, and accuracy associated with all outputs. Communicate analytical findings to management and customer on a regular basis. Lead small teams in execution of projects.",3.0,"ENGTEC
3.0","Independence, KS","Vaughan, Canada",1 to 50 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
Data Scientist,$123K-$195K (Glassdoor est.),"Job Description
Responsibilities Description:

Responsible for the development and implementation of machine learning algorithms and techniques to solve business problems and optimize member experiences. Primary duties may include are but not limited to: Design machine learning projects to address specific business problems determined by consultation with business partners. Work with data-sets of varying degrees of size and complexity including both structured and unstructured data. Piping and processing massive data-streams in distributed computing environments such as Hadoop to facilitate analysis. Implements batch and real-time model scoring to drive actions. Develops machine learning algorithms to build customized solutions that go beyond standard industry tools and lead to innovative solutions. Develop sophisticated visualization of analysis output for business users.

Experience Requirements:

BS/MA/MS/PhD in Statistics, Computer Science, Mathematics, Machine Learning, Econometrics, Physics, Biostatistics or related Quantitative disciplines. 5 years experience in predictive analytics and advanced expertise with software such as Python, or any combination of education and experience which would provide an equivalent background. Experience leading end-to-end data science project implementation. Experience in the healthcare sector. Experience in Deep Learning strongly preferred.

Required Technical Skill Set:
5 or more years of Node.js experience, fluent with Mongoose framework
5 or more years of MongoDB experience
5 or more years of distributed computing experience with Hadoop development.
5 or more years of CRUD SQL operations.
Fluent with full development cycle, continuous integration and continuous deployment, version control tools.
5 or more years of Java, Scala or Python programming experience.
Machine learning, deep learning knowledge and experience.",5.0,"ENGTEC
3.0","Independence, KS","Indianapolis, IN",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,$123K-$195K (Glassdoor est.),"*Job Description**
BAE Systems' F35 Lightning II program has an exciting opportunity for a Senior Data Scientist to develop and deliver functionality using Python, R, Web Development, and related technologies to produce predictive capabilities for the F-35 Prognostics Health Management (PHM) Platform. This capability will further aid customers in understanding software anomalies and provide machine based decision support to drive maintenance actions and supply chain logistics in the field.

Duties:

+ Leadership

+ Help shape and drive new data mining techniques

+ Provide Technical Support, guidance, and oversight to junior engineers

+ Project Implementation

+ Ensure project is executed according to plan

+ Provide technical expertise to all stakeholders and partners

+ Quantitative Data Analysis

+ Big Data Architecture Design

+ Machine Learning Techniques

+ Best Practices within the Big Data scientific community

+ Demonstrate each capability in the context of how it will be used by the customer
*Please note that pursuant to a government contract this position requires U.S. citizenship.**
*Required Skills and Education**
+ Bachelors of Computer Science or Equivalent

+ Six to eight years of engineering experience

+ Excellent understanding of machine learning techniques

+ Clustering

+ DBSCAN

+ K-Means

+ Pattern Prediction

+ HMM

+ POMDP

+ Neural Networks

+ Radial Basis Function (RBF)

+ Hopfield Networks

+ Boltzmann Learning

+ Anomaly Detection using Distributions

+ Proficient with the following Languages

+ Python

+ R

+ JavaScript

+ HTML

+ Experience with Visualization

+ Represents Machine Learning Techniques visually that allows individuals without data science backgrounds the ability to understand what is taking place.

+ Experience with NoSQL and SQL Databases

+ MongoDB

+ Cassandra

+ Oracle

+ Knowledge of Big Data Platforms

+ Hadoop

+ Spark

+ Proficient using query languages

+ SQL

+ Good applied statistics skills

+ Distributions

+ Statistical Testing

+ Regression

+ Must have strong leadership and communication skills

+ Proven ability to process queries from customers, while maintaining a positive rapport
*Preferred Skills and Education**
+ Prognostics Health Management Experience

+ Military Aircraft Maintenance Experience
*About BAE Systems Intelligence & Security**
BAE Systems Intelligence & Security, based in McLean, Virginia, designs and delivers advanced defense, intelligence, and security solutions that support the important missions of our customers. Our pride and dedication shows in everything we dofrom intelligence analysis, cyber operations and IT expertise to systems development, systems integration, and operations and maintenance services. Knowing that our work enables the U.S. military and government to recognize, manage and defeat threats inspires us to push ourselves and our technologies to new levels. That s BAE Systems. That s Inspired Work. Equal Opportunity Employer/Females/Minorities/Veterans/Disabled/Sexual Orientation/Gender Identity/Gender Expression. To see Inspired Work in action, visit www.baesystems.com and follow us on Facebook: www.facebook.com/baesystemsintel.
*Data Scientist**
*61042BR**
EEO Career Site Equal Opportunity Employer. Minorities . females . veterans . individuals with disabilities . sexual orientation . gender identity . gender expression",3.7,"BAE Systems
3.7","Fort Worth, TX","London, United Kingdom",10000+ employees,1999,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
Data Scientist,$123K-$195K (Glassdoor est.),"Job Description
We are seeking an experienced Data Scientist to join our team in Dayton, OH.

This position requires an active Secret security clearance or the ability to obtain one.

Role Summary:

As a Data Scientist, you’ll be joining an applied research group that’s driving the next wave of disruption at a whole new scale. Using the latest technology and state-of-the-art machine learning, you’ll unlock opportunities that help everyday people save money, time and difficulty in their financial lives. Our data scientists partner closely with team members, engineers, product managers and business stakeholders to innovate and build ML applications at the largest scale. NLP scientists in this group work on an array of challenging problems, including robust methods to tackle the noisy output of speech recognition systems, automated insights from unstructured text, and the next generation of virtual assistants. In this role, you will apply expertise in ML engineering and reproducible science to support design, execution and delivery of these business critical outcomes. We also encourage active participation in the wider research community.

The Ideal Candidate is:
Technical. You are independent and can develop your own algorithms and experiments. You have hands-on experience developing NLP solutions, from concept to production, and selecting the right tool for the job at hand. You have significant experience with cloud computing and IAAS. You are fluent in Python and comfortable with C/C++ or Java/Scala.
Innovative. You continually research and evaluate emerging technologies. You stay current on published state-of-the-art NLP methods, technologies, and applications. You ask why, explore and openly share your disruptive ideas.
Business-Minded. You can analyze customer needs and drive towards impactful business outcomes.
Leader. You challenge conventional thinking and traditional ways of operating, and you work with stakeholders to identify and improve the status quo.
Basic Qualifications:
Bachelor’s Degree
At least 1 year of experience in open source programming languages
At least 1 year of experience developing solutions that leverage one or more of the following: distributed computing, databases, machine learning, or natural language processing
Preferred Qualifications:
Master’s Degree in “STEM” field (Science, Technology, Engineering, or Mathematics)
At least 1 year of experience working with AWS or Azure
At least 3 years’ experience in Python or R
At least 3 years developing production software and libraries
Powered by JazzHR",4.0,"Latitude, Inc.
4.0","Dayton, OH","Hanover, MD",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1
Data Scientist,$123K-$195K (Glassdoor est.),"Job Description
JD: -
Must Have:-
11+ years of experience in working as Data Scientist
Knowledge in R and Python
Experience in Machine learning is MUST.
Consultant Must be having very experience on SQL
Please send me your resume's to Mike(at)itekpeople.com
Thanks & Regards,
Paul Smith,
Sr. Technical Recruiter,
iTek People Inc,
32969 Hamilton Ct, Suite: 210,
Farmington Hills, MI-48335.
Tel:408-609-3530.
Fax: 248-692-0771.",-1,iTekPeople Inc,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,$123K-$195K (Glassdoor est.),"Description

Chenega IT Enterprise Services, LLC

Company Job Title: Data Scientist

Clearance: Top Secret/SCI

Location: Ft Huachuca, AZ

Reports To: Program Manager

FLSA Status: Exempt, Full Time, Regular

Summary:

The Data Scientist will be responsible for research and development of statistical learning models for data analysis and data analytics to include implementing dashboards and visualization models.

Duties and Responsibilities:
Responsible for usage, implementation, maintenance, and troubleshooting of Hadoop, MapReduce and associated components such as Hive, Spark, etc.
Develop and/or use appropriate probabilistic, stochastic or machine learning algorithms such as Markov chains, Support Vector Machines (SVM), Decision Trees, etc. based on the problem space and data sets.
Write and modify scripts to resolve complex tasks quickly and avoid repetitive tasks
Maintain technical expertise relevant to industry standards and best practices in Data Science and Data Engineering.
Other duties as assigned
Minimum Qualifications: (To perform this job successfully, an individual must be able to perform each essential duty satisfactorily.)
Bachelor’s Degree or higher in a technical discipline such as Data Science, Computer science, engineering, or mathematics
1 years of relevant experience
Experience in the following:
Hadoop and MapReduce along with Relational Databases (RDBMS) and NoSQL databases such as MongoDB, Couch, Neo4J, etc. in support of big data/cloud computing from a usage and implementation perspective.
Working with Big Data (both structured and unstructured data) in the Hadoop environment to include data preparation, advanced analytics, text analytics, machine learning and AI
Development of data visualization applications driven by big data in a data analytics computing environment.
Geospatial applications such as ArcGIS, Google Earth and/or open source JavaScript applications such as Open Layers, leaflet, etc.
Top Secret/SCI
Knowledge, Skills and Abilities:
Ability to clearly and fluently translate their technical findings to a non-technical team
Ability to travel
Software development experience with relevant Python to include both back end/data access and front end (GUI) preferred
Solid understanding of system integration and architecture
Military experience, especially related to Military Intelligence is a plus
Physical Demands: (The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.)
While performing the duties of this Job, the employee is regularly required to sit and talk or hear. The employee may use repeated motions that include the arms, wrists, hands and/or fingers. The employee is occasionally required to walk, stand, climb, balance, stoop, kneel, crouch, or crawl. The employee must occasionally lift and/or move up to 25 pounds. Specific vision abilities required by this job include close vision.
Work Environment: (The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job.)
The employee will normally work in a temperature-controlled office environment, with frequent exposure to electronic office equipment.
During visits to areas of operations, may be exposed to extreme cold or hot weather conditions. Is occasionally exposed to fumes or airborne particles, toxic or caustic chemicals, and loud noise.
Chenega Corporation and family of companies is an EOE.

Equal Opportunity Employer/Veterans/Disabled

Native preference under PL 93-638.

We participate in the E-Verify Employment Verification Program.

Primary Location: United States-Arizona-Fort Huachuca

Organization: Chenega IT Enterprise Services, LLC
Strategic Business Unit: Military Intelligence and Operations Support
Security Requirements: TS / SCI
Job Schedule: Full Time Exempt
Recruiter: Melissa Gendreau
Req ID: 2000001408",4.3,"Chenega MIOS
4.3","Fort Huachuca, AZ","Lorton, VA",1001 to 5000 employees,2005,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1
